Client_ID,Age,Gender,Location,Income,User_Interest,Acquisition_Source,Device_Type,Engagement_Time_Minutes,Price_Sensitivity,Purchase_Frequency,Average_Order_Value
EA-01095,26,Female,Urban,45500,Bargains,Groupon,Mobile,6.8,Medium,1,416.27
EA-04325,28,Female,Rural,53500,Bargains,Facebook Ad,Mobile,0.4,High,1,400.75
EA-04761,43,Male,Rural,58500,Skincare,Groupon,Mobile,3.3,High,1,437.39
EA-03677,23,Female,Suburban,47500,Skincare,Facebook Ad,Mobile,2.7,High,1,372.76
EA-03465,46,Female,Suburban,81500,Skincare,Organic Search,Mobile,9.4,Medium,3,1284.91
EA-03104,56,Female,Suburban,72500,Bargains,Organic Search,Desktop,14.5,Low,4,1638.05
EA-02750,29,Male,Suburban,60000,Skincare,Facebook Ad,Tablet,4.4,High,1,252.26
EA-02296,27,Female,Suburban,50000,Skincare,Facebook Ad,Mobile,5.7,High,1,233.41
EA-04193,39,Male,Rural,69500,Bargains,Groupon,Tablet,5.7,High,1,476.85
EA-03709,31,Non-binary,Urban,57500,Skincare,Groupon,Mobile,4.7,High,1,559.09
EA-03019,34,Female,Urban,64500,Skincare,Facebook Ad,Mobile,5.8,Medium,3,420.26
EA-04253,32,Female,Urban,23500,Bargains,Facebook Ad,Tablet,5.4,Medium,1,449.51
EA-00804,28,Male,Suburban,76000,Bargains,Groupon,Mobile,1.0,High,1,602.55
EA-04191,28,Female,Urban,50000,Anti-aging,Facebook Ad,Mobile,4.0,High,1,325.59
EA-03706,30,Female,Suburban,58500,Skincare,Facebook Ad,Mobile,4.3,Medium,1,370.99
EA-00752,32,Female,Urban,72500,Bargains,Facebook Ad,Desktop,1.8,High,1,373.83
EA-04645,27,Female,Suburban,62500,Bargains,Facebook Ad,Mobile,0.4,Medium,3,376.85
EA-02532,28,Female,Urban,67000,Bargains,Groupon,Mobile,2.4,High,1,379.97
EA-00622,20,Non-binary,Suburban,46500,Wellness,Groupon,Mobile,0.5,Medium,1,523.09
EA-02298,31,Female,Rural,59500,Bargains,Facebook Ad,Mobile,0.5,Medium,1,195.07
EA-03829,52,Female,Rural,73500,Skincare,Referral,Desktop,6.4,High,3,1121.38
EA-00567,40,Female,Suburban,78500,Skincare,Organic Search,Mobile,10.1,Medium,3,2493.57
EA-01136,33,Female,Suburban,73000,Bargains,Facebook Ad,Mobile,5.2,High,1,229.77
EA-01205,33,Female,Urban,68500,Bargains,Facebook Ad,Mobile,0.6,High,1,383.0
EA-01048,51,Female,Urban,114000,Skincare,Organic Search,Mobile,10.8,Low,3,2500.0
EA-00052,27,Female,Rural,58000,Skincare,Facebook Ad,Mobile,4.3,High,1,234.97
EA-03652,28,Female,Urban,22500,Bargains,Facebook Ad,Tablet,4.3,High,1,249.06
EA-01045,31,Male,Suburban,82000,Bargains,Facebook Ad,Mobile,2.0,Medium,1,399.25
EA-02182,37,Female,Suburban,54500,Wellness,Referral,Desktop,10.2,High,3,1212.02
EA-02689,32,Male,Urban,36500,Bargains,Facebook Ad,Mobile,1.0,High,1,555.32
EA-00535,37,Female,Rural,79500,Bargains,Facebook Ad,Mobile,3.9,Medium,1,178.56
EA-03185,36,Female,Urban,66000,Bargains,Facebook Ad,Desktop,0.4,High,1,270.58
EA-03858,29,Female,Suburban,60500,Anti-aging,Groupon,Tablet,0.4,High,1,275.3
EA-00444,19,Male,Urban,81500,Skincare,Facebook Ad,Mobile,0.5,High,1,379.55
EA-03605,41,Female,Suburban,106500,Wellness,Referral,Desktop,6.3,High,2,1136.47
EA-00196,32,Female,Urban,76000,Bargains,Facebook Ad,Mobile,5.1,Medium,1,328.49
EA-01116,28,Female,Urban,53500,Bargains,Facebook Ad,Desktop,0.4,High,1,319.65
EA-00766,30,Female,Rural,90000,Bargains,Facebook Ad,Mobile,0.4,High,3,463.26
EA-01946,39,Male,Urban,70500,Anti-aging,Referral,Mobile,5.7,Low,2,1115.62
EA-03248,41,Female,Suburban,102000,Skincare,Organic Search,Mobile,18.0,Medium,4,1519.34
EA-03003,27,Female,Urban,49000,Bargains,Facebook Ad,Mobile,6.3,High,1,526.09
EA-01433,28,Female,Urban,77500,Skincare,Facebook Ad,Mobile,2.1,High,1,561.21
EA-04201,30,Female,Urban,45000,Skincare,Facebook Ad,Mobile,0.8,Medium,1,597.87
EA-03096,24,Male,Suburban,43500,Bargains,Facebook Ad,Mobile,1.9,High,1,375.63
EA-02923,28,Female,Suburban,67500,Skincare,Facebook Ad,Tablet,1.6,Medium,1,389.89
EA-00645,24,Female,Suburban,52500,Bargains,Groupon,Tablet,2.9,High,1,248.32
EA-01050,26,Female,Urban,31500,Bargains,Facebook Ad,Mobile,0.7,High,1,372.51
EA-03746,38,Female,Urban,111000,Anti-aging,Organic Search,Desktop,10.3,Low,5,2500.0
EA-04094,29,Female,Suburban,46000,Bargains,Facebook Ad,Mobile,0.4,Low,1,187.86
EA-04404,19,Female,Urban,46500,Wellness,Facebook Ad,Mobile,3.6,High,1,445.73
EA-00121,37,Female,Rural,35000,Anti-aging,Groupon,Mobile,3.3,High,1,326.13
EA-02053,26,Female,Urban,65000,Bargains,Groupon,Mobile,5.0,Medium,1,290.32
EA-04259,46,Female,Urban,59000,Wellness,Referral,Desktop,6.6,Low,2,653.58
EA-04889,30,Female,Urban,63000,Bargains,Facebook Ad,Mobile,3.4,High,1,339.83
EA-04335,43,Female,Rural,93000,Wellness,Organic Search,Mobile,13.3,Low,3,1930.85
EA-04692,29,Female,Urban,65500,Bargains,Facebook Ad,Mobile,3.0,High,1,453.86
EA-00135,23,Female,Suburban,73500,Skincare,Groupon,Tablet,4.5,Medium,1,150.0
EA-02461,50,Female,Rural,68500,Skincare,Organic Search,Mobile,13.7,Medium,4,1608.04
EA-01955,50,Female,Urban,123500,Wellness,Referral,Mobile,7.2,Low,4,926.92
EA-02464,34,Female,Rural,59500,Bargains,Groupon,Mobile,1.2,High,1,542.36
EA-00185,46,Female,Urban,79000,Wellness,Organic Search,Mobile,6.9,Low,3,990.94
EA-01393,20,Male,Urban,63500,Bargains,Facebook Ad,Mobile,2.2,High,2,489.0
EA-02277,25,Female,Urban,42000,Bargains,Groupon,Tablet,4.6,High,3,279.25
EA-00512,49,Female,Urban,120500,Skincare,Organic Search,Mobile,19.2,Low,2,1931.93
EA-04730,40,Female,Urban,41000,Bargains,Groupon,Mobile,6.1,High,1,460.18
EA-04055,33,Female,Urban,127000,Skincare,Organic Search,Desktop,15.2,Medium,3,2080.02
EA-03138,37,Female,Urban,62500,Bargains,Facebook Ad,Mobile,5.5,Medium,1,219.5
EA-02670,30,Female,Urban,49500,Skincare,Groupon,Mobile,5.4,Medium,1,174.88
EA-04774,31,Female,Suburban,70500,Anti-aging,Groupon,Mobile,4.2,Low,1,326.96
EA-04862,36,Male,Suburban,87500,Skincare,Organic Search,Desktop,12.9,Medium,3,2079.99
EA-02118,36,Female,Suburban,80000,Bargains,Facebook Ad,Mobile,3.9,High,1,174.53
EA-00252,41,Female,Suburban,107500,Wellness,Organic Search,Desktop,15.2,Low,3,1644.89
EA-03527,33,Male,Suburban,23500,Skincare,Facebook Ad,Mobile,1.9,Medium,1,350.26
EA-03560,35,Male,Suburban,51000,Bargains,Groupon,Mobile,3.9,Medium,1,632.29
EA-04012,26,Female,Suburban,69000,Skincare,Facebook Ad,Mobile,3.5,High,1,347.37
EA-01508,35,Female,Rural,66000,Bargains,Groupon,Tablet,3.5,High,1,150.0
EA-00123,31,Female,Urban,52000,Bargains,Facebook Ad,Mobile,3.6,High,1,205.73
EA-04260,26,Female,Urban,27500,Skincare,Facebook Ad,Mobile,3.5,High,1,480.91
EA-03334,47,Female,Suburban,82500,Anti-aging,Facebook Ad,Mobile,6.6,High,1,260.7
EA-01872,35,Female,Suburban,83500,Bargains,Groupon,Mobile,3.9,High,1,292.25
EA-03693,26,Female,Suburban,55500,Bargains,Facebook Ad,Mobile,7.1,Medium,3,214.06
EA-00568,32,Female,Rural,69500,Bargains,Facebook Ad,Mobile,2.4,Medium,1,282.88
EA-01372,48,Female,Urban,130000,Wellness,Referral,Desktop,8.7,Low,2,923.98
EA-03186,35,Female,Suburban,52500,Bargains,Facebook Ad,Mobile,6.0,High,1,306.59
EA-03956,40,Female,Urban,61500,Bargains,Groupon,Tablet,3.3,High,1,293.22
EA-01057,58,Female,Urban,44000,Skincare,Referral,Mobile,7.0,Medium,3,492.66
EA-00857,41,Female,Suburban,119000,Skincare,Organic Search,Mobile,10.9,Medium,4,1963.55
EA-03839,41,Male,Suburban,100500,Wellness,Organic Search,Desktop,5.7,Low,3,1533.09
EA-02861,42,Female,Urban,43000,Anti-aging,Groupon,Mobile,6.6,High,1,574.48
EA-04770,39,Female,Urban,94000,Skincare,Organic Search,Mobile,18.5,Low,5,2242.83
EA-00777,32,Female,Suburban,66500,Wellness,Groupon,Mobile,2.3,High,1,340.82
EA-00721,32,Female,Suburban,81000,Bargains,Groupon,Mobile,6.5,Medium,1,487.35
EA-02711,48,Female,Urban,94000,Skincare,Referral,Mobile,8.9,Medium,2,734.75
EA-02655,29,Female,Rural,49000,Bargains,Groupon,Mobile,5.5,Low,1,150.0
EA-04878,40,Male,Suburban,98500,Anti-aging,Organic Search,Desktop,18.6,Low,5,1712.79
EA-00603,26,Female,Urban,79500,Wellness,Referral,Desktop,14.2,Medium,1,1094.64
EA-03823,30,Female,Rural,46500,Anti-aging,Groupon,Desktop,1.3,Medium,1,190.79
EA-01245,28,Female,Suburban,46500,Skincare,Facebook Ad,Mobile,3.3,Medium,3,243.58
EA-04846,31,Female,Suburban,53000,Bargains,Facebook Ad,Mobile,2.6,High,1,568.26
EA-04842,36,Female,Urban,70000,Bargains,Groupon,Mobile,5.6,High,1,257.39
EA-00319,43,Female,Suburban,68500,Bargains,Facebook Ad,Mobile,0.8,High,1,216.69
EA-00829,40,Female,Urban,67500,Anti-aging,Organic Search,Desktop,5.8,Medium,3,1239.64
EA-03264,20,Male,Suburban,47500,Skincare,Groupon,Mobile,3.7,High,1,314.34
EA-00275,46,Female,Urban,98500,Anti-aging,Organic Search,Desktop,10.8,Medium,2,1549.2
EA-02665,41,Female,Urban,32500,Bargains,Groupon,Mobile,2.4,High,1,413.41
EA-00550,26,Female,Suburban,63000,Bargains,Groupon,Mobile,4.3,High,1,477.36
EA-03642,36,Female,Suburban,55500,Skincare,Facebook Ad,Mobile,6.1,High,1,175.19
EA-04054,41,Female,Suburban,74500,Bargains,Groupon,Mobile,3.1,High,1,329.7
EA-04893,33,Female,Suburban,35500,Bargains,Groupon,Mobile,1.9,Medium,1,266.01
EA-02935,62,Female,Suburban,126500,Wellness,Organic Search,Mobile,14.5,Medium,4,1799.21
EA-00606,45,Female,Urban,57000,Wellness,Organic Search,Mobile,15.0,Medium,4,1965.66
EA-00897,34,Female,Rural,61000,Bargains,Facebook Ad,Tablet,6.5,High,3,320.59
EA-00528,49,Female,Urban,95000,Anti-aging,Referral,Mobile,9.6,Medium,3,930.65
EA-04608,20,Female,Suburban,44000,Bargains,Facebook Ad,Mobile,2.9,Low,1,265.13
EA-02348,33,Female,Suburban,161500,Skincare,Organic Search,Mobile,16.7,Medium,3,2101.13
EA-03440,25,Female,Suburban,36000,Skincare,Groupon,Mobile,5.9,High,1,217.73
EA-04999,26,Female,Urban,61500,Skincare,Facebook Ad,Mobile,2.0,High,1,467.12
EA-04827,35,Female,Urban,36000,Bargains,Facebook Ad,Mobile,0.9,High,1,416.37
EA-03923,39,Female,Suburban,61000,Bargains,Facebook Ad,Mobile,2.7,Medium,1,150.0
EA-00299,42,Female,Urban,152000,Anti-aging,Organic Search,Desktop,24.4,Medium,5,2340.2
EA-02120,30,Male,Suburban,25000,Bargains,Facebook Ad,Mobile,1.1,Medium,1,169.22
EA-02537,41,Female,Urban,149000,Skincare,Organic Search,Mobile,12.2,Medium,4,1954.78
EA-04204,19,Female,Suburban,56000,Bargains,Groupon,Mobile,4.7,High,1,314.83
EA-03255,21,Female,Suburban,45500,Bargains,Facebook Ad,Mobile,1.8,Low,1,463.3
EA-03726,42,Female,Urban,114000,Wellness,Organic Search,Mobile,21.8,Medium,5,1108.93
EA-01261,28,Female,Suburban,50500,Bargains,Facebook Ad,Mobile,6.6,High,1,385.67
EA-01559,43,Female,Suburban,26000,Anti-aging,Groupon,Tablet,2.5,High,1,307.9
EA-03270,26,Female,Suburban,68500,Bargains,Facebook Ad,Desktop,3.1,High,1,417.79
EA-04047,40,Female,Suburban,47000,Bargains,Facebook Ad,Mobile,5.3,High,1,284.15
EA-00757,30,Female,Urban,52500,Bargains,Facebook Ad,Mobile,3.5,High,1,172.79
EA-01011,47,Female,Suburban,110000,Anti-aging,Organic Search,Desktop,2.0,Low,3,1894.91
EA-02795,29,Female,Urban,114000,Anti-aging,Organic Search,Desktop,14.6,Low,3,1960.72
EA-02906,22,Female,Suburban,62000,Bargains,Groupon,Mobile,4.8,Medium,1,406.44
EA-01871,35,Female,Urban,31000,Anti-aging,Facebook Ad,Mobile,3.4,High,1,452.71
EA-02230,58,Male,Urban,152000,Anti-aging,Organic Search,Mobile,10.9,Low,3,1391.46
EA-01174,36,Female,Suburban,118000,Wellness,Organic Search,Desktop,6.3,Medium,2,2500.0
EA-01833,24,Female,Suburban,39500,Bargains,Groupon,Mobile,3.6,High,1,497.95
EA-00377,48,Non-binary,Rural,92000,Wellness,Referral,Mobile,2.8,Medium,3,632.43
EA-03854,35,Male,Rural,66000,Skincare,Facebook Ad,Mobile,3.9,High,1,401.18
EA-03617,37,Female,Urban,77500,Bargains,Facebook Ad,Mobile,2.1,High,1,482.77
EA-00799,28,Female,Urban,91500,Skincare,Organic Search,Mobile,16.1,Medium,4,2500.0
EA-00379,40,Female,Urban,51500,Bargains,Facebook Ad,Mobile,4.7,High,1,248.18
EA-01159,27,Female,Suburban,61000,Skincare,Groupon,Desktop,4.1,High,1,309.87
EA-03820,40,Female,Urban,91500,Skincare,Organic Search,Mobile,14.1,Low,5,1979.56
EA-02793,51,Female,Urban,147000,Anti-aging,Organic Search,Tablet,2.0,Low,2,1487.79
EA-02241,19,Female,Suburban,22000,Bargains,Facebook Ad,Mobile,0.8,High,1,513.09
EA-04036,33,Male,Suburban,45000,Wellness,Facebook Ad,Desktop,6.3,Medium,1,150.0
EA-02663,30,Female,Urban,69500,Skincare,Facebook Ad,Desktop,3.8,High,1,418.48
EA-04013,45,Female,Suburban,53000,Skincare,Referral,Mobile,5.8,Low,1,862.22
EA-02958,25,Female,Suburban,38000,Bargains,Facebook Ad,Mobile,2.1,Medium,2,150.0
EA-03928,45,Female,Suburban,85500,Anti-aging,Organic Search,Mobile,20.8,Medium,5,1280.8
EA-01039,34,Female,Urban,27000,Skincare,Groupon,Mobile,2.6,High,1,407.3
EA-03260,25,Female,Urban,47000,Bargains,Facebook Ad,Mobile,1.1,High,1,557.04
EA-01345,25,Female,Urban,78500,Skincare,Referral,Desktop,3.4,Low,2,836.21
EA-02506,26,Female,Urban,61500,Bargains,Facebook Ad,Mobile,3.3,High,1,522.95
EA-01722,31,Female,Suburban,59500,Skincare,Facebook Ad,Mobile,2.5,High,1,271.8
EA-04664,30,Female,Urban,63500,Bargains,Facebook Ad,Mobile,3.9,High,1,240.65
EA-00176,33,Male,Rural,82000,Anti-aging,Facebook Ad,Desktop,3.2,High,1,354.86
EA-04894,27,Female,Rural,62000,Bargains,Facebook Ad,Desktop,2.6,High,1,295.89
EA-01910,53,Female,Suburban,66500,Wellness,Referral,Desktop,8.1,Medium,4,413.02
EA-00046,44,Female,Urban,102000,Skincare,Organic Search,Desktop,17.5,Medium,4,2188.81
EA-03410,32,Female,Suburban,44500,Bargains,Facebook Ad,Mobile,5.1,Medium,2,321.54
EA-04675,49,Male,Urban,92500,Anti-aging,Organic Search,Mobile,14.8,Low,5,1663.45
EA-01076,37,Female,Suburban,59000,Bargains,Facebook Ad,Mobile,0.8,High,1,393.64
EA-02830,41,Female,Rural,81000,Skincare,Organic Search,Tablet,9.9,Low,2,2064.07
EA-01505,45,Female,Suburban,118000,Skincare,Organic Search,Desktop,21.5,Low,3,1909.6
EA-02310,48,Female,Urban,111500,Skincare,Referral,Mobile,6.1,Medium,3,967.6
EA-01437,26,Female,Suburban,62500,Bargains,Facebook Ad,Mobile,3.4,High,1,292.46
EA-02419,32,Female,Suburban,64500,Bargains,Facebook Ad,Desktop,4.8,Medium,1,409.06
EA-03987,31,Male,Urban,51500,Bargains,Facebook Ad,Mobile,4.3,High,1,705.57
EA-03099,23,Female,Suburban,44500,Bargains,Facebook Ad,Mobile,4.0,High,1,355.52
EA-04589,30,Male,Urban,58500,Bargains,Groupon,Mobile,4.6,High,1,150.0
EA-00284,28,Female,Urban,22500,Bargains,Facebook Ad,Mobile,4.2,Medium,1,206.16
EA-04919,36,Male,Rural,84500,Wellness,Referral,Mobile,5.6,Medium,3,346.86
EA-00843,26,Male,Suburban,78000,Bargains,Groupon,Mobile,1.0,Medium,1,624.26
EA-01514,40,Female,Suburban,84500,Wellness,Organic Search,Desktop,10.1,Low,4,1538.59
EA-01169,55,Female,Suburban,113500,Anti-aging,Organic Search,Desktop,11.6,Medium,1,2055.4
EA-01593,36,Female,Suburban,75000,Skincare,Referral,Desktop,1.4,Medium,3,967.91
EA-03461,33,Male,Urban,49000,Bargains,Groupon,Mobile,4.3,High,1,506.67
EA-03166,52,Male,Urban,146500,Wellness,Organic Search,Mobile,14.0,Medium,3,1749.96
EA-02285,28,Female,Rural,28000,Bargains,Facebook Ad,Mobile,2.8,High,1,456.62
EA-03576,25,Female,Suburban,58000,Bargains,Facebook Ad,Mobile,2.5,Low,1,319.25
EA-04871,21,Male,Urban,65500,Bargains,Groupon,Mobile,8.5,High,1,274.12
EA-02306,32,Female,Suburban,69000,Wellness,Facebook Ad,Mobile,3.2,Medium,1,150.0
EA-00953,32,Female,Suburban,58000,Bargains,Facebook Ad,Mobile,5.4,High,1,380.83
EA-04943,32,Male,Urban,58000,Bargains,Groupon,Mobile,2.2,High,1,414.43
EA-03054,49,Female,Urban,103500,Anti-aging,Organic Search,Mobile,15.0,Low,2,2500.0
EA-04560,41,Female,Suburban,49500,Skincare,Organic Search,Mobile,20.9,Low,4,2092.18
EA-02686,46,Female,Urban,86000,Wellness,Organic Search,Mobile,24.8,Low,6,2245.09
EA-01490,36,Female,Suburban,73000,Skincare,Groupon,Mobile,6.2,Medium,1,150.0
EA-00928,49,Male,Suburban,110500,Skincare,Organic Search,Desktop,11.7,Medium,1,2256.09
EA-01210,29,Female,Urban,62500,Skincare,Groupon,Mobile,5.7,High,1,225.26
EA-03974,31,Female,Urban,47000,Bargains,Facebook Ad,Mobile,2.7,High,1,401.69
EA-03546,27,Female,Urban,64000,Bargains,Groupon,Tablet,3.8,High,1,374.78
EA-04362,28,Female,Urban,36000,Bargains,Groupon,Mobile,8.0,High,1,424.47
EA-01922,36,Female,Urban,70500,Skincare,Facebook Ad,Mobile,1.4,High,1,502.52
EA-00352,28,Female,Rural,59000,Skincare,Facebook Ad,Mobile,2.2,High,1,228.34
EA-04899,28,Female,Rural,89000,Skincare,Organic Search,Desktop,10.5,Medium,3,2223.62
EA-03394,29,Female,Suburban,33000,Bargains,Facebook Ad,Mobile,0.4,High,1,354.24
EA-02722,55,Female,Suburban,102000,Anti-aging,Organic Search,Desktop,18.7,Medium,3,1909.71
EA-04982,30,Female,Urban,93000,Bargains,Facebook Ad,Mobile,3.5,Medium,1,256.23
EA-00719,40,Female,Suburban,103500,Skincare,Organic Search,Desktop,14.2,Medium,3,1689.03
EA-02703,31,Female,Urban,52000,Bargains,Facebook Ad,Desktop,2.8,Medium,1,297.64
EA-02723,35,Female,Suburban,53500,Bargains,Facebook Ad,Tablet,6.5,High,1,546.63
EA-04562,23,Female,Urban,45000,Bargains,Facebook Ad,Tablet,5.4,High,4,454.31
EA-00309,24,Female,Suburban,49000,Anti-aging,Facebook Ad,Desktop,2.0,High,1,309.76
EA-01676,40,Female,Urban,85000,Skincare,Referral,Mobile,10.4,Medium,3,865.09
EA-00834,47,Male,Suburban,116500,Skincare,Organic Search,Mobile,18.0,Low,4,1531.33
EA-00367,40,Female,Urban,81000,Anti-aging,Organic Search,Mobile,12.6,Low,2,1987.53
EA-04507,29,Female,Suburban,33500,Bargains,Groupon,Mobile,2.9,High,1,476.78
EA-02079,26,Female,Urban,64500,Bargains,Facebook Ad,Desktop,7.9,Medium,1,397.35
EA-04039,19,Female,Suburban,43500,Skincare,Facebook Ad,Mobile,0.9,High,1,234.48
EA-04847,26,Male,Rural,38000,Skincare,Facebook Ad,Mobile,5.5,Medium,1,311.62
EA-04480,42,Non-binary,Urban,90500,Skincare,Referral,Mobile,13.7,Medium,1,377.16
EA-01747,50,Female,Urban,81500,Skincare,Organic Search,Desktop,17.5,Low,4,1861.36
EA-00020,38,Female,Suburban,74000,Bargains,Groupon,Mobile,4.1,High,1,322.17
EA-01323,33,Female,Urban,80000,Bargains,Facebook Ad,Mobile,5.0,High,1,326.32
EA-03568,33,Female,Urban,90500,Wellness,Groupon,Mobile,3.0,High,1,418.88
EA-02522,31,Female,Urban,63000,Bargains,Groupon,Mobile,2.9,High,2,709.33
EA-00219,53,Female,Suburban,49000,Skincare,Referral,Desktop,8.1,High,1,691.45
EA-01488,35,Female,Suburban,67000,Wellness,Groupon,Mobile,4.8,High,2,191.03
EA-00439,55,Male,Suburban,102000,Wellness,Organic Search,Tablet,15.5,Low,3,2111.59
EA-04175,48,Female,Rural,83000,Wellness,Organic Search,Desktop,14.6,Low,3,2080.09
EA-02751,33,Female,Rural,61000,Bargains,Facebook Ad,Mobile,7.0,High,1,210.45
EA-03289,40,Female,Urban,43000,Bargains,Facebook Ad,Tablet,2.7,High,1,177.1
EA-03434,19,Female,Suburban,53000,Bargains,Facebook Ad,Mobile,2.5,High,1,424.15
EA-02526,32,Female,Urban,43000,Bargains,Facebook Ad,Mobile,3.7,High,1,382.06
EA-04651,28,Female,Suburban,97500,Wellness,Organic Search,Desktop,23.8,Low,6,2456.53
EA-03689,20,Female,Urban,38000,Bargains,Groupon,Mobile,4.4,High,1,269.83
EA-02764,26,Female,Urban,25500,Bargains,Facebook Ad,Mobile,3.8,High,1,150.0
EA-00803,32,Male,Suburban,55500,Wellness,Referral,Mobile,14.8,Medium,3,1168.93
EA-02998,33,Female,Suburban,60000,Bargains,Facebook Ad,Mobile,0.4,High,1,286.94
EA-02229,37,Female,Urban,65000,Bargains,Facebook Ad,Mobile,6.3,Medium,1,259.52
EA-04786,30,Female,Rural,107500,Skincare,Organic Search,Mobile,13.6,Low,5,2392.81
EA-02078,36,Female,Rural,49000,Bargains,Facebook Ad,Mobile,2.3,High,1,333.27
EA-00583,20,Female,Suburban,32000,Anti-aging,Facebook Ad,Mobile,5.5,High,1,407.64
EA-00204,32,Male,Urban,41500,Bargains,Facebook Ad,Desktop,1.2,High,1,472.42
EA-04347,28,Female,Urban,71000,Skincare,Organic Search,Desktop,26.0,Medium,7,2227.93
EA-03479,68,Female,Urban,85000,Skincare,Referral,Tablet,8.8,Low,3,774.5
EA-02930,34,Female,Urban,108500,Anti-aging,Organic Search,Tablet,11.9,Low,4,2413.61
EA-03086,23,Female,Urban,53500,Skincare,Facebook Ad,Mobile,4.1,High,1,405.93
EA-01019,31,Female,Suburban,52500,Skincare,Facebook Ad,Mobile,4.7,Medium,1,348.73
EA-01584,30,Male,Urban,63500,Wellness,Facebook Ad,Tablet,3.8,Medium,3,338.72
EA-01033,36,Female,Suburban,36000,Bargains,Groupon,Mobile,4.4,Medium,1,254.37
EA-01719,29,Female,Suburban,121000,Anti-aging,Organic Search,Mobile,25.0,Medium,5,2500.0
EA-01282,31,Female,Suburban,65000,Bargains,Facebook Ad,Mobile,5.6,High,1,336.52
EA-02499,28,Female,Urban,110000,Skincare,Organic Search,Mobile,5.3,Low,2,2034.85
EA-03351,29,Female,Urban,40000,Bargains,Facebook Ad,Mobile,3.9,High,1,318.18
EA-00518,43,Female,Suburban,128500,Skincare,Organic Search,Mobile,20.1,Low,5,1020.63
EA-01748,34,Female,Urban,49500,Wellness,Groupon,Mobile,6.2,High,1,371.99
EA-04653,45,Female,Urban,26500,Skincare,Facebook Ad,Mobile,3.1,High,1,255.32
EA-03733,32,Female,Urban,69500,Wellness,Groupon,Mobile,4.4,High,1,376.28
EA-00669,42,Female,Suburban,32500,Bargains,Facebook Ad,Mobile,3.8,High,1,610.61
EA-04060,44,Female,Suburban,77500,Skincare,Organic Search,Desktop,13.3,Medium,4,2158.55
EA-03027,30,Female,Urban,66000,Bargains,Facebook Ad,Tablet,2.8,Medium,1,329.0
EA-04933,41,Female,Urban,80000,Skincare,Organic Search,Mobile,18.2,Medium,4,1975.22
EA-03287,35,Female,Rural,46500,Bargains,Groupon,Desktop,6.7,High,1,172.76
EA-02651,50,Female,Suburban,112000,Skincare,Referral,Mobile,6.3,Low,2,742.53
EA-04454,32,Female,Suburban,69500,Wellness,Organic Search,Mobile,14.6,Low,3,2500.0
EA-03193,25,Female,Urban,56000,Bargains,Groupon,Mobile,3.6,High,1,548.5
EA-02125,28,Female,Suburban,52000,Anti-aging,Facebook Ad,Mobile,6.5,Low,1,321.03
EA-03376,35,Female,Urban,57000,Skincare,Groupon,Mobile,3.1,High,1,318.56
EA-03393,39,Female,Rural,78500,Wellness,Referral,Mobile,11.6,Medium,5,645.06
EA-03486,28,Female,Urban,114000,Skincare,Organic Search,Mobile,16.7,High,6,2038.13
EA-00760,35,Female,Urban,28500,Skincare,Groupon,Desktop,4.3,High,1,357.22
EA-03380,49,Female,Suburban,45500,Anti-aging,Referral,Mobile,6.3,Medium,2,977.66
EA-04441,29,Female,Suburban,84000,Bargains,Facebook Ad,Mobile,1.1,High,1,464.78
EA-02527,41,Female,Suburban,90500,Skincare,Referral,Mobile,11.4,Low,2,936.57
EA-04859,34,Female,Urban,78000,Anti-aging,Facebook Ad,Mobile,3.4,High,1,157.55
EA-00908,40,Female,Urban,70000,Anti-aging,Facebook Ad,Mobile,4.9,Medium,1,204.75
EA-02684,28,Female,Urban,68000,Bargains,Groupon,Tablet,3.1,Medium,1,336.77
EA-00215,35,Female,Suburban,144000,Wellness,Organic Search,Desktop,18.0,Medium,3,2496.13
EA-03332,36,Female,Urban,70500,Skincare,Facebook Ad,Mobile,2.6,High,1,241.86
EA-04459,38,Male,Suburban,49500,Bargains,Facebook Ad,Mobile,4.7,High,2,150.0
EA-00694,30,Female,Urban,47000,Skincare,Facebook Ad,Mobile,4.3,High,1,502.95
EA-01504,25,Female,Urban,67500,Bargains,Groupon,Mobile,1.7,Medium,1,401.98
EA-02415,32,Female,Suburban,69500,Bargains,Groupon,Desktop,3.6,High,2,239.12
EA-02119,22,Female,Suburban,37500,Bargains,Facebook Ad,Mobile,2.4,Medium,1,386.43
EA-03859,41,Female,Suburban,92000,Wellness,Organic Search,Desktop,12.2,Low,4,1907.46
EA-02463,41,Female,Urban,65500,Skincare,Facebook Ad,Mobile,1.6,High,1,322.31
EA-03636,23,Female,Suburban,73000,Bargains,Facebook Ad,Mobile,2.1,High,1,230.86
EA-04106,27,Female,Suburban,47500,Bargains,Facebook Ad,Tablet,1.6,High,1,443.62
EA-04479,41,Male,Suburban,75000,Anti-aging,Organic Search,Tablet,14.1,Medium,4,1941.15
EA-00197,20,Female,Urban,42500,Wellness,Groupon,Mobile,2.7,High,1,407.65
EA-04668,41,Female,Suburban,73500,Skincare,Facebook Ad,Mobile,4.0,High,2,242.1
EA-01544,37,Female,Urban,46500,Bargains,Facebook Ad,Mobile,3.4,High,1,333.3
EA-01331,46,Female,Urban,87500,Skincare,Organic Search,Desktop,12.9,Low,4,1957.84
EA-00880,20,Female,Suburban,60000,Bargains,Groupon,Mobile,3.0,High,1,233.87
