Client_ID,Age,Gender,Location,Income,User_Interest,Acquisition_Source,Device_Type,Engagement_Time_Minutes,Price_Sensitivity,Purchase_Frequency,Average_Order_Value,Cluster,Cluster_Name
EA-04530,29,Female,Suburban,55000,Bargains,Groupon,Tablet,5.9,High,1,253.68,0,Gayab Grahak (Groupon One-Timers)
EA-04235,29,Female,Urban,54000,Bargains,Facebook Ad,Mobile,6.2,High,1,279.28,2,Self-Care Sena (Facebook One-Timers)
EA-01594,33,Female,Urban,66000,Anti-aging,Facebook Ad,Mobile,4.0,High,1,314.44,2,Self-Care Sena (Facebook One-Timers)
EA-03313,37,Female,Urban,24500,Bargains,Groupon,Desktop,3.7,Medium,1,584.66,0,Gayab Grahak (Groupon One-Timers)
EA-02548,34,Female,Urban,63500,Bargains,Facebook Ad,Mobile,4.0,High,1,356.3,2,Self-Care Sena (Facebook One-Timers)
EA-01546,30,Female,Urban,63000,Skincare,Facebook Ad,Mobile,0.4,High,1,366.26,2,Self-Care Sena (Facebook One-Timers)
EA-04337,26,Female,Urban,26000,Bargains,Facebook Ad,Mobile,4.7,High,1,449.62,2,Self-Care Sena (Facebook One-Timers)
EA-01024,34,Male,Urban,64500,Bargains,Groupon,Mobile,2.9,Medium,1,363.18,0,Gayab Grahak (Groupon One-Timers)
EA-01972,39,Female,Suburban,89500,Wellness,Referral,Mobile,9.3,Low,1,1104.13,3,Hamesha 25 Club (Referral Regulars)
EA-04989,32,Female,Suburban,86500,Anti-aging,Referral,Mobile,17.1,High,1,727.58,3,Hamesha 25 Club (Referral Regulars)
EA-01715,19,Female,Rural,50000,Bargains,Facebook Ad,Desktop,2.4,Medium,1,189.02,2,Self-Care Sena (Facebook One-Timers)
EA-01718,29,Female,Suburban,72500,Bargains,Groupon,Mobile,6.7,Medium,1,451.75,0,Gayab Grahak (Groupon One-Timers)
EA-01478,47,Female,Rural,109500,Wellness,Referral,Mobile,1.0,Low,2,415.81,3,Hamesha 25 Club (Referral Regulars)
EA-00810,37,Female,Suburban,48500,Wellness,Referral,Mobile,14.1,High,2,863.73,3,Hamesha 25 Club (Referral Regulars)
EA-02851,29,Female,Rural,74500,Skincare,Facebook Ad,Mobile,3.1,High,1,477.17,2,Self-Care Sena (Facebook One-Timers)
EA-00979,27,Female,Rural,89000,Skincare,Groupon,Mobile,0.9,High,1,246.93,0,Gayab Grahak (Groupon One-Timers)
EA-04688,35,Female,Rural,73500,Anti-aging,Groupon,Mobile,3.6,High,1,150.0,0,Gayab Grahak (Groupon One-Timers)
EA-04896,38,Male,Rural,59500,Bargains,Groupon,Mobile,9.1,High,1,436.88,0,Gayab Grahak (Groupon One-Timers)
EA-01685,31,Female,Rural,81500,Skincare,Facebook Ad,Mobile,0.4,High,1,266.41,2,Self-Care Sena (Facebook One-Timers)
EA-04661,44,Female,Suburban,120500,Wellness,Organic Search,Mobile,18.4,Low,4,2500.0,1,Glow Ke Nawab (Organic VIPs)
EA-01515,36,Female,Urban,77000,Skincare,Referral,Mobile,4.3,Low,1,542.68,3,Hamesha 25 Club (Referral Regulars)
EA-02405,51,Female,Suburban,118500,Skincare,Organic Search,Mobile,22.3,Low,4,1935.98,1,Glow Ke Nawab (Organic VIPs)
EA-02022,30,Female,Urban,64500,Anti-aging,Facebook Ad,Mobile,2.0,High,1,429.07,2,Self-Care Sena (Facebook One-Timers)
EA-04554,51,Female,Suburban,100500,Wellness,Organic Search,Mobile,11.8,Medium,6,2437.85,1,Glow Ke Nawab (Organic VIPs)
EA-01768,20,Female,Urban,38000,Bargains,Facebook Ad,Mobile,0.4,High,1,363.12,2,Self-Care Sena (Facebook One-Timers)
EA-00175,26,Male,Urban,46000,Skincare,Facebook Ad,Mobile,1.4,High,1,409.99,2,Self-Care Sena (Facebook One-Timers)
EA-01555,35,Female,Urban,66000,Skincare,Facebook Ad,Mobile,6.2,High,1,180.1,2,Self-Care Sena (Facebook One-Timers)
EA-04216,42,Female,Urban,56500,Bargains,Facebook Ad,Desktop,3.2,High,1,340.14,2,Self-Care Sena (Facebook One-Timers)
EA-01483,28,Female,Urban,66500,Skincare,Groupon,Desktop,4.8,Medium,1,427.05,0,Gayab Grahak (Groupon One-Timers)
EA-04462,26,Female,Rural,36500,Bargains,Groupon,Mobile,3.9,High,1,386.28,0,Gayab Grahak (Groupon One-Timers)
EA-00218,22,Male,Suburban,51500,Bargains,Facebook Ad,Mobile,3.3,High,3,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-03915,21,Female,Suburban,77000,Bargains,Facebook Ad,Mobile,4.4,High,1,457.55,2,Self-Care Sena (Facebook One-Timers)
EA-03721,26,Female,Suburban,41000,Bargains,Groupon,Desktop,0.4,Medium,1,472.25,0,Gayab Grahak (Groupon One-Timers)
EA-00691,26,Female,Urban,42500,Bargains,Facebook Ad,Mobile,3.2,High,1,589.71,2,Self-Care Sena (Facebook One-Timers)
EA-02578,39,Female,Suburban,68000,Wellness,Organic Search,Desktop,9.1,Medium,3,2012.82,1,Glow Ke Nawab (Organic VIPs)
EA-02234,52,Female,Rural,123500,Wellness,Referral,Desktop,10.9,Medium,4,645.03,3,Hamesha 25 Club (Referral Regulars)
EA-02239,19,Male,Suburban,54500,Bargains,Facebook Ad,Mobile,4.8,High,1,400.76,2,Self-Care Sena (Facebook One-Timers)
EA-01107,33,Female,Suburban,50000,Bargains,Facebook Ad,Mobile,4.2,High,1,288.6,2,Self-Care Sena (Facebook One-Timers)
EA-01790,41,Female,Suburban,68000,Skincare,Facebook Ad,Mobile,5.0,High,1,473.71,2,Self-Care Sena (Facebook One-Timers)
EA-03189,29,Female,Urban,66500,Bargains,Facebook Ad,Mobile,3.9,High,1,319.38,2,Self-Care Sena (Facebook One-Timers)
EA-02437,22,Female,Urban,69000,Bargains,Groupon,Mobile,3.8,High,1,318.77,0,Gayab Grahak (Groupon One-Timers)
EA-00612,53,Female,Suburban,136000,Skincare,Organic Search,Mobile,15.4,Low,5,1913.94,1,Glow Ke Nawab (Organic VIPs)
EA-03661,27,Female,Suburban,64500,Skincare,Facebook Ad,Mobile,6.2,High,1,312.55,2,Self-Care Sena (Facebook One-Timers)
EA-03712,40,Male,Urban,106500,Anti-aging,Organic Search,Desktop,2.0,Medium,3,1904.94,1,Glow Ke Nawab (Organic VIPs)
EA-00577,25,Female,Urban,115500,Skincare,Referral,Mobile,9.7,Low,2,605.65,3,Hamesha 25 Club (Referral Regulars)
EA-02064,36,Female,Urban,45000,Bargains,Facebook Ad,Mobile,4.5,High,1,276.31,2,Self-Care Sena (Facebook One-Timers)
EA-04436,30,Female,Suburban,63000,Bargains,Groupon,Mobile,1.1,High,1,383.58,0,Gayab Grahak (Groupon One-Timers)
EA-01181,42,Female,Urban,154500,Skincare,Organic Search,Mobile,15.8,Low,5,1995.37,1,Glow Ke Nawab (Organic VIPs)
EA-00889,25,Female,Suburban,49000,Bargains,Facebook Ad,Mobile,2.7,High,1,338.59,2,Self-Care Sena (Facebook One-Timers)
EA-03129,64,Female,Urban,114000,Skincare,Organic Search,Mobile,15.9,Medium,5,1207.29,1,Glow Ke Nawab (Organic VIPs)
EA-01733,29,Female,Suburban,46500,Anti-aging,Organic Search,Mobile,19.6,Medium,5,2492.51,1,Glow Ke Nawab (Organic VIPs)
EA-02664,30,Female,Urban,34500,Bargains,Facebook Ad,Mobile,0.4,High,1,543.67,2,Self-Care Sena (Facebook One-Timers)
EA-00818,33,Female,Urban,95500,Bargains,Groupon,Mobile,4.6,Medium,1,289.89,0,Gayab Grahak (Groupon One-Timers)
EA-03278,26,Non-binary,Rural,67500,Bargains,Groupon,Mobile,3.0,High,1,470.02,0,Gayab Grahak (Groupon One-Timers)
EA-01860,25,Female,Suburban,66500,Bargains,Facebook Ad,Mobile,0.4,High,1,365.53,2,Self-Care Sena (Facebook One-Timers)
EA-00209,41,Female,Urban,46500,Skincare,Facebook Ad,Tablet,1.6,Medium,1,455.45,2,Self-Care Sena (Facebook One-Timers)
EA-00294,42,Female,Urban,52500,Bargains,Facebook Ad,Mobile,4.1,High,1,403.96,2,Self-Care Sena (Facebook One-Timers)
EA-01120,39,Non-binary,Suburban,49000,Anti-aging,Organic Search,Tablet,10.1,Medium,4,1656.07,1,Glow Ke Nawab (Organic VIPs)
EA-02214,24,Female,Suburban,64500,Skincare,Groupon,Mobile,4.1,High,1,293.62,0,Gayab Grahak (Groupon One-Timers)
EA-01610,22,Female,Urban,48000,Bargains,Groupon,Mobile,5.1,Medium,1,520.31,0,Gayab Grahak (Groupon One-Timers)
EA-01265,44,Male,Urban,75000,Bargains,Groupon,Mobile,1.8,High,1,415.44,0,Gayab Grahak (Groupon One-Timers)
EA-00991,25,Female,Rural,54000,Anti-aging,Groupon,Mobile,5.7,High,1,168.79,0,Gayab Grahak (Groupon One-Timers)
EA-04198,46,Female,Suburban,115000,Skincare,Organic Search,Desktop,21.0,Low,5,1768.71,1,Glow Ke Nawab (Organic VIPs)
EA-01617,36,Female,Urban,73500,Skincare,Facebook Ad,Desktop,1.1,High,1,444.14,2,Self-Care Sena (Facebook One-Timers)
EA-00354,34,Male,Urban,42500,Bargains,Groupon,Tablet,0.4,High,1,454.53,0,Gayab Grahak (Groupon One-Timers)
EA-04558,45,Female,Urban,58000,Anti-aging,Organic Search,Mobile,23.8,Medium,4,2257.61,1,Glow Ke Nawab (Organic VIPs)
EA-02023,41,Male,Suburban,93000,Bargains,Facebook Ad,Mobile,0.4,High,1,190.56,2,Self-Care Sena (Facebook One-Timers)
EA-03691,27,Female,Rural,85500,Bargains,Facebook Ad,Mobile,2.0,High,1,360.36,2,Self-Care Sena (Facebook One-Timers)
EA-02556,45,Female,Rural,150000,Wellness,Organic Search,Mobile,6.5,Medium,3,1550.86,1,Glow Ke Nawab (Organic VIPs)
EA-03049,25,Female,Rural,128000,Anti-aging,Referral,Desktop,6.3,Medium,1,300.0,3,Hamesha 25 Club (Referral Regulars)
EA-01229,35,Female,Urban,112000,Skincare,Referral,Mobile,13.6,Medium,2,442.95,3,Hamesha 25 Club (Referral Regulars)
EA-00260,39,Female,Suburban,49500,Bargains,Groupon,Mobile,4.5,High,1,526.44,0,Gayab Grahak (Groupon One-Timers)
EA-01520,26,Female,Urban,75000,Anti-aging,Facebook Ad,Mobile,4.6,High,1,448.8,2,Self-Care Sena (Facebook One-Timers)
EA-01778,34,Female,Rural,56500,Bargains,Groupon,Desktop,1.2,High,1,227.6,0,Gayab Grahak (Groupon One-Timers)
EA-04740,23,Female,Suburban,62500,Bargains,Groupon,Mobile,4.3,High,1,384.25,0,Gayab Grahak (Groupon One-Timers)
EA-01771,29,Female,Urban,44000,Bargains,Groupon,Mobile,5.9,Medium,1,458.26,0,Gayab Grahak (Groupon One-Timers)
EA-04354,22,Female,Suburban,27000,Bargains,Facebook Ad,Mobile,4.8,High,1,386.34,2,Self-Care Sena (Facebook One-Timers)
EA-00053,62,Female,Urban,112500,Skincare,Organic Search,Desktop,23.2,Medium,7,2199.22,1,Glow Ke Nawab (Organic VIPs)
EA-03474,36,Male,Suburban,75500,Skincare,Facebook Ad,Desktop,0.5,High,1,288.72,2,Self-Care Sena (Facebook One-Timers)
EA-04684,43,Female,Urban,107500,Anti-aging,Organic Search,Mobile,18.8,Medium,5,1987.47,1,Glow Ke Nawab (Organic VIPs)
EA-04412,26,Female,Rural,55000,Bargains,Facebook Ad,Desktop,5.6,High,1,523.34,2,Self-Care Sena (Facebook One-Timers)
EA-02410,36,Female,Suburban,90000,Bargains,Referral,Mobile,13.3,Low,1,529.66,3,Hamesha 25 Club (Referral Regulars)
EA-02788,28,Female,Urban,72000,Skincare,Groupon,Mobile,3.4,High,2,377.37,0,Gayab Grahak (Groupon One-Timers)
EA-02345,41,Female,Urban,95500,Anti-aging,Organic Search,Tablet,22.4,Medium,4,1631.43,1,Glow Ke Nawab (Organic VIPs)
EA-01034,42,Female,Urban,98000,Skincare,Referral,Mobile,8.9,High,2,651.5,3,Hamesha 25 Club (Referral Regulars)
EA-01098,45,Female,Suburban,87500,Anti-aging,Organic Search,Desktop,8.1,Low,2,2097.77,1,Glow Ke Nawab (Organic VIPs)
EA-00544,47,Female,Suburban,154500,Anti-aging,Referral,Mobile,10.0,Low,2,678.22,3,Hamesha 25 Club (Referral Regulars)
EA-01047,33,Female,Suburban,54500,Skincare,Facebook Ad,Mobile,5.7,High,1,374.46,2,Self-Care Sena (Facebook One-Timers)
EA-01895,41,Female,Suburban,25500,Bargains,Facebook Ad,Mobile,2.9,High,1,330.74,2,Self-Care Sena (Facebook One-Timers)
EA-04377,35,Female,Urban,83000,Wellness,Organic Search,Desktop,17.0,Low,4,2309.34,1,Glow Ke Nawab (Organic VIPs)
EA-00031,42,Female,Suburban,124500,Anti-aging,Organic Search,Desktop,7.1,Medium,3,2286.5,1,Glow Ke Nawab (Organic VIPs)
EA-00726,31,Female,Suburban,37500,Bargains,Facebook Ad,Mobile,4.2,High,1,268.33,2,Self-Care Sena (Facebook One-Timers)
EA-04962,25,Female,Suburban,63500,Bargains,Facebook Ad,Mobile,0.4,High,1,555.19,2,Self-Care Sena (Facebook One-Timers)
EA-04719,39,Female,Rural,39500,Bargains,Groupon,Mobile,3.9,Medium,1,379.36,0,Gayab Grahak (Groupon One-Timers)
EA-03904,22,Female,Urban,56500,Bargains,Groupon,Mobile,2.5,High,1,242.44,0,Gayab Grahak (Groupon One-Timers)
EA-01427,21,Female,Suburban,39000,Bargains,Facebook Ad,Mobile,3.1,High,1,631.08,2,Self-Care Sena (Facebook One-Timers)
EA-02498,31,Male,Urban,73000,Bargains,Facebook Ad,Mobile,3.1,High,1,206.11,2,Self-Care Sena (Facebook One-Timers)
EA-00437,24,Female,Urban,96000,Bargains,Facebook Ad,Mobile,2.9,High,1,295.65,2,Self-Care Sena (Facebook One-Timers)
EA-02471,25,Female,Urban,51000,Bargains,Groupon,Mobile,2.5,High,1,424.46,0,Gayab Grahak (Groupon One-Timers)
EA-00913,29,Female,Rural,108000,Wellness,Referral,Mobile,1.0,Medium,3,832.52,3,Hamesha 25 Club (Referral Regulars)
EA-04223,28,Female,Suburban,64000,Bargains,Facebook Ad,Mobile,4.5,High,1,247.86,2,Self-Care Sena (Facebook One-Timers)
EA-04353,28,Female,Suburban,89000,Wellness,Organic Search,Tablet,4.3,Low,4,1603.24,1,Glow Ke Nawab (Organic VIPs)
EA-04513,35,Non-binary,Urban,93000,Skincare,Organic Search,Mobile,10.0,Medium,4,1461.32,1,Glow Ke Nawab (Organic VIPs)
EA-04444,39,Female,Urban,116000,Skincare,Referral,Mobile,7.2,Low,2,418.41,3,Hamesha 25 Club (Referral Regulars)
EA-02288,56,Female,Urban,59000,Anti-aging,Organic Search,Mobile,20.3,Low,3,1662.37,1,Glow Ke Nawab (Organic VIPs)
EA-04598,26,Female,Urban,59500,Wellness,Facebook Ad,Mobile,2.9,High,1,317.4,2,Self-Care Sena (Facebook One-Timers)
EA-01239,32,Female,Suburban,56500,Bargains,Facebook Ad,Mobile,4.8,High,1,398.86,2,Self-Care Sena (Facebook One-Timers)
EA-00904,33,Female,Urban,61500,Bargains,Groupon,Mobile,3.4,High,1,480.13,0,Gayab Grahak (Groupon One-Timers)
EA-03621,32,Female,Rural,54000,Bargains,Groupon,Mobile,1.9,Medium,1,418.03,0,Gayab Grahak (Groupon One-Timers)
EA-03232,22,Female,Suburban,29000,Bargains,Facebook Ad,Mobile,0.4,High,1,416.5,2,Self-Care Sena (Facebook One-Timers)
EA-02860,34,Female,Suburban,38500,Bargains,Groupon,Mobile,3.5,High,1,388.77,0,Gayab Grahak (Groupon One-Timers)
EA-00508,39,Female,Suburban,88000,Wellness,Organic Search,Desktop,15.5,Medium,4,1734.41,1,Glow Ke Nawab (Organic VIPs)
EA-03222,53,Female,Urban,121500,Skincare,Organic Search,Mobile,20.6,Medium,4,2232.96,1,Glow Ke Nawab (Organic VIPs)
EA-00184,35,Female,Suburban,72000,Skincare,Facebook Ad,Mobile,2.6,High,1,534.94,2,Self-Care Sena (Facebook One-Timers)
EA-01565,47,Female,Urban,96500,Skincare,Organic Search,Mobile,17.3,Low,4,2213.93,1,Glow Ke Nawab (Organic VIPs)
EA-02705,43,Male,Urban,138000,Skincare,Organic Search,Desktop,11.8,Medium,2,1828.99,1,Glow Ke Nawab (Organic VIPs)
EA-00322,32,Female,Urban,62000,Bargains,Groupon,Mobile,5.9,High,1,551.46,0,Gayab Grahak (Groupon One-Timers)
EA-03564,35,Non-binary,Urban,70000,Bargains,Facebook Ad,Mobile,1.3,Medium,2,252.73,2,Self-Care Sena (Facebook One-Timers)
EA-01539,67,Female,Suburban,99000,Anti-aging,Organic Search,Desktop,2.0,Low,2,1601.64,3,Hamesha 25 Club (Referral Regulars)
EA-01838,34,Female,Suburban,58000,Bargains,Groupon,Mobile,2.6,High,1,263.96,0,Gayab Grahak (Groupon One-Timers)
EA-02381,46,Female,Urban,100500,Anti-aging,Organic Search,Mobile,18.5,Low,4,2352.46,1,Glow Ke Nawab (Organic VIPs)
EA-01913,41,Female,Urban,85000,Anti-aging,Referral,Mobile,3.9,Low,1,687.6,3,Hamesha 25 Club (Referral Regulars)
EA-01841,35,Female,Urban,57000,Skincare,Facebook Ad,Mobile,5.3,Medium,1,454.72,2,Self-Care Sena (Facebook One-Timers)
EA-02116,46,Female,Suburban,110000,Anti-aging,Referral,Mobile,10.7,Low,2,698.24,3,Hamesha 25 Club (Referral Regulars)
EA-04438,32,Female,Rural,91000,Bargains,Facebook Ad,Mobile,3.6,High,1,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-01147,58,Female,Suburban,115000,Anti-aging,Organic Search,Mobile,15.3,Medium,3,2219.57,1,Glow Ke Nawab (Organic VIPs)
EA-02487,58,Female,Urban,101500,Skincare,Organic Search,Desktop,17.9,Medium,5,2103.65,1,Glow Ke Nawab (Organic VIPs)
EA-00045,39,Female,Urban,79000,Wellness,Organic Search,Desktop,16.4,Medium,4,2019.24,1,Glow Ke Nawab (Organic VIPs)
EA-02155,41,Female,Suburban,28500,Bargains,Groupon,Mobile,1.5,High,1,351.44,0,Gayab Grahak (Groupon One-Timers)
EA-01527,33,Male,Urban,49000,Bargains,Facebook Ad,Mobile,1.4,Medium,1,437.39,2,Self-Care Sena (Facebook One-Timers)
EA-04856,34,Female,Urban,111500,Wellness,Referral,Desktop,10.9,Low,4,899.11,3,Hamesha 25 Club (Referral Regulars)
EA-01379,37,Female,Urban,41000,Bargains,Groupon,Tablet,0.4,High,1,470.48,0,Gayab Grahak (Groupon One-Timers)
EA-01766,37,Female,Suburban,53000,Bargains,Facebook Ad,Mobile,3.0,Medium,1,217.21,2,Self-Care Sena (Facebook One-Timers)
EA-03013,44,Male,Suburban,79500,Wellness,Organic Search,Desktop,21.1,Medium,3,809.84,1,Glow Ke Nawab (Organic VIPs)
EA-00414,26,Female,Urban,90500,Anti-aging,Referral,Mobile,8.3,Low,2,513.24,3,Hamesha 25 Club (Referral Regulars)
EA-04285,41,Female,Urban,92500,Wellness,Referral,Mobile,10.2,Medium,2,856.75,3,Hamesha 25 Club (Referral Regulars)
EA-01408,27,Female,Suburban,38000,Bargains,Facebook Ad,Mobile,4.7,High,1,432.58,2,Self-Care Sena (Facebook One-Timers)
EA-01659,31,Female,Urban,23000,Skincare,Facebook Ad,Mobile,3.6,High,1,423.91,2,Self-Care Sena (Facebook One-Timers)
EA-00802,38,Female,Urban,28500,Bargains,Facebook Ad,Mobile,2.1,High,1,332.01,2,Self-Care Sena (Facebook One-Timers)
EA-01289,47,Female,Suburban,46500,Bargains,Groupon,Mobile,6.1,High,1,375.87,0,Gayab Grahak (Groupon One-Timers)
EA-02183,44,Female,Urban,86500,Wellness,Organic Search,Desktop,23.0,Medium,7,1405.23,1,Glow Ke Nawab (Organic VIPs)
EA-02589,38,Female,Suburban,62000,Skincare,Groupon,Mobile,1.5,Medium,1,461.05,0,Gayab Grahak (Groupon One-Timers)
EA-02616,35,Female,Urban,59000,Bargains,Groupon,Mobile,3.9,High,1,373.18,0,Gayab Grahak (Groupon One-Timers)
EA-02319,27,Female,Urban,53500,Bargains,Groupon,Mobile,3.8,High,3,328.14,0,Gayab Grahak (Groupon One-Timers)
EA-00257,33,Female,Suburban,111000,Skincare,Organic Search,Desktop,13.1,Low,4,1460.62,1,Glow Ke Nawab (Organic VIPs)
EA-04542,34,Female,Suburban,42000,Bargains,Facebook Ad,Mobile,2.1,Medium,1,406.09,2,Self-Care Sena (Facebook One-Timers)
EA-01730,24,Male,Suburban,74000,Bargains,Facebook Ad,Desktop,2.7,Medium,1,399.06,2,Self-Care Sena (Facebook One-Timers)
EA-01152,51,Female,Rural,129500,Wellness,Organic Search,Tablet,13.3,Low,4,2463.68,1,Glow Ke Nawab (Organic VIPs)
EA-04145,35,Female,Urban,30500,Skincare,Groupon,Tablet,5.7,High,1,238.73,0,Gayab Grahak (Groupon One-Timers)
EA-00648,46,Male,Urban,58000,Bargains,Groupon,Mobile,5.4,High,1,417.59,0,Gayab Grahak (Groupon One-Timers)
EA-02909,53,Male,Rural,89500,Skincare,Referral,Mobile,13.1,Medium,2,478.04,3,Hamesha 25 Club (Referral Regulars)
EA-01703,26,Female,Suburban,57000,Bargains,Facebook Ad,Tablet,3.9,Medium,1,400.88,2,Self-Care Sena (Facebook One-Timers)
EA-01882,27,Female,Suburban,52500,Bargains,Groupon,Mobile,3.5,Low,1,414.44,0,Gayab Grahak (Groupon One-Timers)
EA-03769,56,Female,Rural,113500,Anti-aging,Organic Search,Desktop,17.3,Medium,4,1427.21,1,Glow Ke Nawab (Organic VIPs)
EA-01316,45,Female,Suburban,105500,Skincare,Organic Search,Mobile,10.0,Low,4,2182.38,1,Glow Ke Nawab (Organic VIPs)
EA-02270,42,Female,Urban,114000,Skincare,Organic Search,Desktop,27.1,Low,6,1304.89,1,Glow Ke Nawab (Organic VIPs)
EA-01967,47,Female,Suburban,95500,Anti-aging,Organic Search,Desktop,8.6,High,4,1867.03,1,Glow Ke Nawab (Organic VIPs)
EA-02466,45,Male,Suburban,130500,Wellness,Organic Search,Desktop,9.2,Low,4,2010.44,1,Glow Ke Nawab (Organic VIPs)
EA-03856,21,Female,Urban,61500,Skincare,Facebook Ad,Mobile,4.2,Medium,1,327.23,2,Self-Care Sena (Facebook One-Timers)
EA-01351,39,Female,Urban,113000,Anti-aging,Organic Search,Desktop,11.9,High,4,2041.09,1,Glow Ke Nawab (Organic VIPs)
EA-03297,57,Female,Suburban,102500,Anti-aging,Organic Search,Mobile,20.9,Medium,5,2328.81,1,Glow Ke Nawab (Organic VIPs)
EA-00113,35,Female,Urban,66500,Skincare,Facebook Ad,Mobile,1.7,High,1,489.27,2,Self-Care Sena (Facebook One-Timers)
EA-03134,29,Male,Suburban,54500,Bargains,Facebook Ad,Mobile,4.2,High,1,476.31,2,Self-Care Sena (Facebook One-Timers)
EA-00264,30,Female,Suburban,58000,Bargains,Facebook Ad,Mobile,2.3,High,2,332.44,2,Self-Care Sena (Facebook One-Timers)
EA-01394,22,Female,Rural,38000,Bargains,Facebook Ad,Mobile,1.2,Medium,1,259.79,2,Self-Care Sena (Facebook One-Timers)
EA-01879,31,Male,Urban,68000,Bargains,Groupon,Mobile,3.1,High,1,533.09,0,Gayab Grahak (Groupon One-Timers)
EA-01187,19,Female,Urban,75500,Bargains,Facebook Ad,Mobile,7.7,High,1,382.65,2,Self-Care Sena (Facebook One-Timers)
EA-03072,38,Female,Suburban,96500,Anti-aging,Referral,Desktop,7.3,High,1,637.46,3,Hamesha 25 Club (Referral Regulars)
EA-00057,29,Male,Rural,37000,Skincare,Groupon,Tablet,4.7,High,3,626.57,0,Gayab Grahak (Groupon One-Timers)
EA-01310,48,Female,Suburban,41500,Anti-aging,Referral,Desktop,9.6,High,5,702.26,3,Hamesha 25 Club (Referral Regulars)
EA-00696,41,Female,Suburban,36500,Bargains,Groupon,Mobile,3.0,High,1,303.07,0,Gayab Grahak (Groupon One-Timers)
EA-02953,34,Female,Urban,36500,Skincare,Facebook Ad,Mobile,4.5,High,1,302.04,2,Self-Care Sena (Facebook One-Timers)
EA-01727,32,Female,Suburban,66000,Bargains,Facebook Ad,Mobile,3.3,Medium,1,537.43,2,Self-Care Sena (Facebook One-Timers)
EA-02092,46,Male,Suburban,77000,Anti-aging,Organic Search,Desktop,20.5,Medium,2,1638.7,1,Glow Ke Nawab (Organic VIPs)
EA-03870,25,Female,Urban,56000,Bargains,Groupon,Mobile,5.9,High,1,394.64,0,Gayab Grahak (Groupon One-Timers)
EA-00320,60,Female,Urban,93000,Anti-aging,Referral,Mobile,8.8,High,1,649.45,3,Hamesha 25 Club (Referral Regulars)
EA-04321,37,Female,Suburban,48500,Skincare,Organic Search,Mobile,9.5,Low,1,1638.58,3,Hamesha 25 Club (Referral Regulars)
EA-00683,35,Female,Urban,32500,Bargains,Facebook Ad,Desktop,2.9,High,1,428.87,2,Self-Care Sena (Facebook One-Timers)
EA-03842,21,Female,Urban,50000,Bargains,Groupon,Mobile,5.0,High,1,481.6,0,Gayab Grahak (Groupon One-Timers)
EA-03214,39,Female,Urban,46500,Bargains,Groupon,Mobile,0.4,Low,1,338.87,0,Gayab Grahak (Groupon One-Timers)
EA-02003,47,Female,Urban,60000,Skincare,Referral,Mobile,11.3,Low,2,492.31,3,Hamesha 25 Club (Referral Regulars)
EA-04783,42,Female,Urban,79500,Wellness,Referral,Mobile,8.7,High,2,486.39,3,Hamesha 25 Club (Referral Regulars)
EA-04151,37,Female,Urban,33500,Bargains,Facebook Ad,Mobile,6.4,High,1,194.74,2,Self-Care Sena (Facebook One-Timers)
EA-00287,36,Male,Suburban,64000,Bargains,Facebook Ad,Mobile,3.8,High,1,430.16,2,Self-Care Sena (Facebook One-Timers)
EA-01889,42,Female,Urban,104000,Skincare,Organic Search,Desktop,16.9,Medium,4,2308.2,1,Glow Ke Nawab (Organic VIPs)
EA-02338,30,Female,Urban,23000,Bargains,Facebook Ad,Mobile,3.2,Medium,1,481.55,2,Self-Care Sena (Facebook One-Timers)
EA-02521,34,Male,Suburban,39000,Bargains,Facebook Ad,Mobile,3.6,Medium,2,476.86,2,Self-Care Sena (Facebook One-Timers)
EA-02278,37,Female,Urban,59500,Wellness,Facebook Ad,Desktop,4.2,High,2,437.95,2,Self-Care Sena (Facebook One-Timers)
EA-02128,23,Female,Suburban,27500,Anti-aging,Facebook Ad,Mobile,4.0,High,1,267.99,2,Self-Care Sena (Facebook One-Timers)
EA-03500,35,Female,Urban,80000,Anti-aging,Organic Search,Tablet,12.8,Medium,2,1782.47,1,Glow Ke Nawab (Organic VIPs)
EA-04212,28,Female,Urban,51500,Bargains,Facebook Ad,Tablet,3.9,High,1,537.91,2,Self-Care Sena (Facebook One-Timers)
EA-02084,29,Female,Urban,73000,Skincare,Facebook Ad,Mobile,0.4,High,1,421.44,2,Self-Care Sena (Facebook One-Timers)
EA-00737,36,Female,Suburban,94000,Bargains,Facebook Ad,Mobile,4.5,High,1,325.85,2,Self-Care Sena (Facebook One-Timers)
EA-04802,24,Female,Urban,55500,Bargains,Facebook Ad,Desktop,5.0,High,1,449.63,2,Self-Care Sena (Facebook One-Timers)
EA-00337,23,Female,Rural,59500,Bargains,Facebook Ad,Desktop,2.0,High,1,288.35,2,Self-Care Sena (Facebook One-Timers)
EA-02597,30,Female,Rural,63000,Bargains,Facebook Ad,Desktop,2.8,Medium,1,337.61,2,Self-Care Sena (Facebook One-Timers)
EA-02772,49,Male,Urban,109500,Skincare,Organic Search,Mobile,22.2,Medium,6,1710.71,1,Glow Ke Nawab (Organic VIPs)
EA-03705,28,Female,Urban,36500,Bargains,Facebook Ad,Tablet,1.6,High,1,334.84,2,Self-Care Sena (Facebook One-Timers)
